Rank,Name,Team,Age,ExactAge,Age_R,PA,PPPA,PPPA_R,Overall,Overall_R,Discipline,Discipline_R,Power,Power_R,Contact,Contact_R,ConPow,ConPow_R,ConDis,ConDis_R,ConDisSpd,ConDisSpd_R,Speed,Speed_R,RawPower,PowAge,BB%-2K%,BB%-2K%_R,Chase%,Chase%_R,ZContact%,ZContact%_R,Whiff%,Whiff%_R,MaxEV,MaxEV_R,EV90,EV90_R,HardHit%,HardHit%_R,Barrel%,Barrel%_R,Spd,Spd_R,SB_rate,SB_rate_R,SB_succ,SB_succ_R
330,Carlos De Sousa,TBR,20.0,20.326,31.9,65,0.53,22.7,40.2,20.4,45.1,44.2,55.0,57.9,35.7,19.1,45.4,38.9,40.4,29.8,33.1,11.4,18.6,15.9,42.1,37.0,-23.1,74.8,43.83,7.0,72.5,30.6,35.26,28.0,102.0,31.6,101.6,57.9,30.0,40.8,3.1,95.8,3.943,17.9,0.011,18.8,0.5,19.6
331,Moises Marchán,KCR,18.0,18.762,84.2,87,0.62,31.2,40.2,20.4,29.7,19.8,13.5,8.7,13.7,3.1,13.6,2.7,21.7,4.1,35.4,15.7,62.8,66.2,8.8,46.5,-47.1,23.7,35.294,32.4,70.588,23.1,32.099,40.6,94.1,7.2,93.5,11.2,0.0,4.3,0.0,30.8,5.872,43.2,0.057,64.5,1.0,91.7
332,Freider Rojas,MIL,20.0,20.827,20.0,70,0.39,11.1,40.1,20.0,47.5,47.7,45.5,44.4,47.0,42.9,46.2,40.0,47.2,44.2,47.6,44.7,48.2,43.7,36.2,28.1,-42.9,31.2,30.5,57.6,82.0,75.6,25.234,72.9,102.9,37.6,98.9,34.2,18.8,18.5,1.4,83.8,5.898,43.5,0.014,22.5,1.0,91.7
333,Jayden Kim,PIT,19.0,20.052,36.2,60,0.82,46.5,40.0,19.8,54.8,56.0,10.2,4.7,46.6,41.7,28.4,15.2,50.7,51.0,59.5,72.9,77.0,83.7,5.3,20.8,-26.7,65.7,34.731,36.0,85.185,89.0,29.63,55.6,93.2,6.2,89.4,4.0,0.0,4.3,0.0,30.8,7.727,73.9,0.067,69.9,1.0,91.7
334,Daniel Mielcarek,LAD,20.0,20.671,24.5,152,0.85,50.6,39.4,19.6,35.3,29.2,68.2,72.5,30.5,13.0,49.4,46.9,32.9,18.6,31.4,9.3,28.5,22.7,79.7,52.1,-53.9,12.7,22.472,91.5,66.071,11.1,42.041,7.5,109.7,88.5,102.4,66.5,33.3,49.9,0.0,30.8,4.03,18.8,0.026,36.5,0.667,32.7
335,Raily Liriano,ARI,19.0,19.614,54.2,104,0.85,50.6,39.3,19.2,17.6,8.5,37.5,32.7,40.4,29.2,39.0,28.6,29.0,11.5,38.9,21.4,58.8,57.7,37.9,46.0,-62.5,4.8,33.993,40.1,72.519,30.9,38.034,15.9,102.1,32.7,100.3,45.7,33.3,49.9,0.0,30.8,7.996,79.0,0.043,54.3,0.667,32.7
336,Hector Ramos,BOS,18.0,18.921,79.6,52,0.58,28.0,39.3,19.2,22.8,12.1,21.3,16.4,14.2,3.4,17.8,4.7,18.5,2.4,33.0,10.9,62.1,64.6,18.7,49.2,-42.3,33.1,47.5,3.4,50.0,0.2,35.78,26.1,99.2,17.6,96.8,20.3,24.0,28.1,0.0,30.8,5.162,33.3,0.115,89.9,0.857,69.2
337,Ricson Gonzalez,KCR,21.0,21.18,12.1,119,0.86,51.7,39.1,18.7,66.6,72.5,39.0,34.4,41.7,31.4,40.4,30.1,54.2,58.3,47.4,44.0,33.9,25.5,45.8,29.0,-18.5,83.3,35.271,32.6,80.851,69.9,24.324,76.1,106.5,64.7,95.7,17.4,13.3,13.5,0.0,30.8,5.772,41.5,0.017,26.1,0.667,32.7
338,Luis Leon,MIA,19.0,20.085,35.7,130,1.12,73.6,39.1,18.7,38.8,34.9,23.7,19.1,36.8,21.7,30.2,16.9,37.8,23.7,55.2,64.4,90.0,96.9,22.3,29.0,-44.6,28.3,28.041,69.1,70.652,23.7,37.402,19.6,100.8,23.6,96.8,20.3,33.3,49.9,0.0,30.8,9.605,98.3,0.146,94.4,0.864,70.5
339,Daniel Pena,MIN,21.0,21.451,10.1,74,0.49,19.0,39.0,18.2,59.5,64.5,29.5,24.6,76.3,90.8,52.9,52.9,67.9,85.3,54.6,62.3,28.1,22.5,27.3,18.7,-25.7,69.3,35.586,30.4,84.375,85.3,23.81,78.5,100.0,19.8,99.5,38.6,40.0,67.3,0.0,30.8,3.876,16.5,0.027,38.0,0.667,32.7
340,Gabriel Cesa,ATL,19.0,19.959,38.2,161,0.3,7.5,39.0,18.2,24.4,14.3,45.7,44.9,30.2,12.3,38.0,26.8,27.3,9.2,42.7,31.3,73.5,81.4,49.1,43.7,-43.5,30.2,40.314,14.5,73.333,36.1,36.015,24.9,104.2,47.8,101.0,51.0,22.0,24.4,0.0,30.8,8.384,85.5,0.05,58.9,0.889,74.8
341,German Ortiz,ATH,21.0,22.051,6.3,159,0.59,28.5,38.6,17.9,34.9,28.3,57.5,60.7,62.8,76.9,60.2,66.3,48.8,47.2,47.5,44.4,44.9,40.0,70.5,38.4,-45.9,26.0,34.982,34.5,77.064,53.1,28.707,57.7,111.6,95.7,98.8,32.7,41.7,72.6,0.0,30.8,5.83,42.8,0.006,13.9,1.0,91.7
342,Leandro Romero,SEA,19.0,19.784,46.5,196,0.66,33.3,38.3,17.5,18.4,9.2,40.0,35.5,57.8,67.4,48.9,46.4,38.1,24.4,36.6,17.6,33.6,24.9,39.9,43.2,-59.7,6.8,34.545,37.9,70.588,23.1,37.629,18.1,101.9,30.4,101.3,54.1,58.3,92.4,0.0,30.8,5.551,37.2,0.02,30.0,0.667,32.7
343,Robin Ortiz,CHC,19.0,19.94,39.0,131,0.69,36.0,38.3,17.5,25.0,14.7,58.9,62.6,35.5,18.2,47.2,42.1,30.2,14.1,27.8,7.0,22.8,18.1,70.5,54.8,-40.5,37.6,45.821,4.3,73.333,36.1,36.17,24.3,109.7,88.5,100.0,43.4,26.7,34.9,0.0,30.8,3.816,15.7,0.015,23.7,0.667,32.7
344,Logan Dawson,PHI,20.0,20.183,34.3,227,0.41,12.4,38.2,17.1,57.8,61.8,24.7,20.3,47.0,42.9,35.8,24.0,52.4,55.2,41.5,28.4,19.8,16.7,23.4,28.8,-34.8,48.2,21.458,93.5,71.56,26.8,35.254,28.3,100.9,24.3,97.0,22.0,40.0,67.3,0.0,30.8,4.4,22.5,0.009,16.9,0.5,19.6
345,Gabriel Rosado,DET,20.0,20.531,28.5,48,0.41,12.4,38.1,16.7,26.3,16.7,54.6,57.1,67.6,83.2,61.1,68.7,46.9,43.0,33.3,12.1,6.0,4.3,58.2,43.4,-54.2,12.0,29.839,61.1,73.684,39.7,40.964,9.7,104.4,49.0,103.0,72.1,66.7,95.4,0.0,30.8,2.402,5.6,0.0,6.3,0.0,6.3
346,Randy Martinez,CLE,19.0,19.346,63.4,196,0.47,17.4,38.1,16.7,25.1,15.0,25.8,22.2,22.5,7.1,24.2,9.2,23.8,5.8,36.5,17.4,61.9,64.0,22.9,43.2,-58.7,7.6,28.166,68.1,65.566,8.9,43.695,4.3,98.8,16.3,98.8,32.7,27.3,36.1,0.0,30.8,6.645,54.3,0.087,78.7,0.773,50.7
347,Dariel Garcia,COL,19.0,19.729,50.7,122,0.74,39.9,38.1,16.7,10.7,2.4,35.4,30.2,38.2,24.9,36.8,25.8,24.5,6.5,43.7,34.2,82.1,88.9,36.0,43.4,-57.4,9.4,42.149,10.9,71.552,26.6,38.889,13.8,102.3,33.5,99.6,39.7,33.3,49.9,0.0,30.8,8.614,89.6,0.082,76.6,0.909,77.7
348,Giaconino Lasaracina,TOR,22.0,23.001,3.9,59,1.82,97.7,37.9,16.2,29.9,20.7,64.1,67.9,62.6,76.4,63.4,72.3,46.2,41.7,44.4,35.7,40.7,34.3,70.7,37.3,-49.2,19.3,31.008,54.3,72.308,29.7,37.374,19.8,106.4,63.6,104.4,81.3,66.7,95.4,0.0,30.8,4.291,21.7,0.017,26.1,1.0,91.7
349,Javier Acevedo,PIT,19.0,19.48,59.7,82,0.36,9.9,37.8,15.8,25.7,15.9,43.6,39.9,33.1,15.7,38.4,27.4,29.4,12.9,21.7,3.0,6.3,4.8,33.8,46.8,-50.0,17.9,36.713,26.6,71.429,26.1,31.655,44.0,102.0,31.6,99.3,37.0,29.6,40.1,1.2,81.0,2.507,6.3,0.0,6.3,0.0,6.3
350,Alejandro Cruz,CHW,19.0,19.633,52.9,164,0.55,25.2,37.8,15.8,34.8,27.8,20.3,15.7,25.7,10.7,23.0,8.7,30.2,14.1,43.2,32.2,69.0,76.3,18.0,35.4,-48.2,21.1,30.0,60.4,72.857,33.5,34.797,30.4,99.9,19.0,95.3,16.4,18.2,17.9,0.0,30.8,6.905,59.2,0.085,77.8,0.875,72.3
351,Yu-Lin Liao,MIL,18.0,19.064,74.4,130,0.05,1.3,37.5,15.5,17.2,7.7,42.5,39.4,8.4,1.7,25.4,10.4,12.8,1.6,17.4,1.4,26.7,21.3,35.6,55.0,-62.3,5.1,32.414,48.8,50.725,0.5,52.381,0.2,102.9,37.6,98.8,32.7,16.7,16.2,0.8,72.0,3.797,15.5,0.031,41.5,0.571,23.8
352,Ryan Reckley,SFG,21.0,21.955,6.9,79,0.25,5.9,37.3,15.2,45.8,44.4,43.8,40.5,68.1,83.7,56.0,58.2,57.0,63.4,48.0,45.7,30.0,23.2,46.6,26.8,-50.6,17.0,24.324,85.5,76.744,51.4,28.682,58.0,104.0,44.8,100.7,49.2,50.0,84.8,0.0,30.8,4.556,24.4,0.025,34.4,0.667,32.7
353,Luis Rives,HOU,21.0,21.851,8.0,140,1.3,85.5,37.2,15.0,76.3,86.0,16.5,12.2,24.7,8.7,20.6,6.8,50.5,50.6,61.3,76.4,82.8,89.9,13.8,10.9,-17.1,85.9,25.272,81.5,73.653,39.1,31.6,44.4,99.1,17.4,92.3,8.5,10.0,10.3,0.0,30.8,8.074,80.2,0.121,90.9,0.895,75.7
354,Ramon Landaeta,ATH,20.0,20.339,31.6,113,0.83,47.7,37.1,14.6,28.0,18.1,51.1,52.9,53.6,58.6,52.4,51.8,40.8,31.4,31.8,10.1,13.7,12.6,55.3,43.4,-60.2,6.3,27.753,72.0,68.504,15.5,37.895,16.4,104.7,51.9,101.9,60.5,57.1,91.7,0.0,30.8,4.57,24.9,0.0,6.3,0.0,6.3
355,Gabriel Azocar,PHI,18.0,18.776,83.3,75,0.13,3.1,37.1,14.6,42.7,40.3,10.2,4.7,16.2,4.3,13.2,2.4,29.4,12.9,21.7,3.0,6.2,4.6,4.9,44.1,-42.7,32.1,30.769,55.1,71.91,28.0,30.597,50.4,91.2,4.1,91.2,6.0,0.0,4.3,0.0,30.8,2.494,6.0,0.0,6.3,0.0,6.3
356,Yeiker Reyes,COL,20.0,20.843,19.3,68,0.57,27.2,37.0,14.3,77.5,87.7,12.9,8.1,40.8,29.6,26.8,12.6,59.2,66.9,50.9,51.9,34.4,26.6,9.2,14.2,-26.5,66.2,17.763,98.8,79.775,65.5,25.0,73.7,97.3,12.3,89.5,4.5,16.7,16.2,0.0,30.8,4.934,30.2,0.029,40.5,0.667,32.7
357,Tytus Cissell,ARI,20.0,20.375,31.0,108,0.76,41.7,36.9,14.0,42.5,40.0,20.9,15.9,34.4,17.3,27.6,13.9,38.4,25.0,52.9,57.0,81.7,88.6,20.8,25.9,-44.4,28.9,30.734,55.6,78.014,57.7,28.986,57.0,101.9,30.4,91.5,6.5,11.1,11.2,0.0,30.8,7.474,69.3,0.111,88.8,1.0,91.7
358,Yojackson Laya,LAD,19.0,19.773,48.7,62,0.55,25.2,36.7,13.8,56.2,58.7,8.6,3.1,35.8,19.4,22.2,7.7,46.0,40.8,40.5,25.1,29.4,22.9,3.3,26.0,-33.9,50.4,31.72,51.3,80.247,67.4,23.881,77.8,91.3,4.3,83.6,1.9,0.0,4.3,0.0,30.8,4.255,21.0,0.026,36.5,0.667,32.7
359,Joaquin Arias Jr.,TEX,19.0,19.88,42.1,105,0.52,21.5,36.6,13.5,33.6,25.7,24.0,19.6,47.8,45.3,35.9,24.4,40.7,30.9,42.2,30.4,45.2,40.6,22.9,32.5,-52.4,14.3,33.654,42.0,81.25,71.5,26.087,69.1,101.2,25.7,96.4,18.8,21.7,24.2,0.0,30.8,6.657,54.6,0.025,34.4,0.75,45.4
360,Eduardo Herrera,CHW,19.0,19.828,44.4,91,0.31,7.9,36.5,13.3,25.8,16.2,49.6,51.0,36.6,20.9,43.1,35.3,31.2,15.9,24.5,4.6,11.0,9.4,53.8,49.1,-65.9,3.1,27.811,70.5,70.642,23.4,38.462,15.3,104.7,51.9,101.5,56.6,33.3,49.9,0.0,30.8,1.97,3.1,0.011,18.8,0.2,12.8
361,Jesus Superlano,ATH,20.0,20.917,17.9,114,0.21,4.3,36.1,13.0,26.7,17.1,69.9,75.7,37.9,24.0,53.9,54.8,32.3,18.2,27.4,6.8,17.6,15.2,77.8,47.8,-45.6,26.3,36.0,29.1,73.469,37.2,36.17,24.3,107.1,70.2,105.4,89.1,28.6,38.6,0.0,30.8,3.888,16.9,0.009,16.9,0.5,19.6
362,Diover De Aza,NYM,18.0,19.017,75.1,99,0.39,11.1,36.0,12.8,17.3,8.0,24.8,20.8,7.8,1.3,16.3,3.1,12.6,1.1,27.0,6.5,55.8,53.4,12.3,43.7,-48.5,20.7,37.917,22.0,59.259,2.9,48.108,1.9,98.6,15.2,92.0,8.0,12.5,12.6,1.0,77.8,6.942,59.5,0.04,51.0,0.8,56.8
363,Gabriel Lopez,COL,20.0,20.413,30.6,132,0.98,62.6,35.7,12.6,53.0,54.6,24.3,20.0,50.6,52.5,37.4,26.3,51.8,53.1,38.4,19.9,11.6,10.4,21.5,26.0,-31.8,55.1,35.152,34.1,82.353,77.5,24.312,76.3,99.0,16.9,98.1,28.5,21.1,23.6,0.0,30.8,4.143,19.6,0.0,6.3,0.0,6.3
364,Marcelo Alcala,CHW,20.0,20.413,30.6,126,0.34,9.1,35.6,12.3,31.5,22.8,41.8,37.4,19.3,5.8,30.6,17.4,25.4,7.2,39.2,22.9,66.9,73.3,34.2,32.4,-61.1,5.6,23.574,87.7,69.343,17.6,39.698,12.1,102.4,34.2,98.9,34.2,20.0,21.0,0.8,72.0,6.594,53.0,0.079,75.1,0.909,77.7
365,Jack Barker,PHI,21.0,21.161,12.6,241,0.73,39.4,35.4,11.8,29.0,19.2,53.1,55.1,31.7,13.5,42.4,34.5,30.4,14.7,43.4,33.2,69.6,77.9,58.3,35.4,-50.6,17.0,30.561,57.0,71.739,27.3,37.811,17.1,105.5,56.9,101.9,60.5,27.3,36.1,0.0,30.8,7.421,68.4,0.062,68.0,0.882,73.6
366,Santiago Pinto,DET,20.0,20.539,28.0,131,0.84,49.2,35.4,11.8,21.3,11.0,25.7,21.9,58.2,68.2,42.0,33.7,39.8,28.1,53.0,58.0,79.4,85.7,25.1,26.6,-53.4,13.5,37.121,25.4,79.888,66.4,33.984,34.5,101.5,27.8,96.9,21.0,33.3,49.9,0.0,30.8,8.732,91.1,0.092,82.2,0.8,56.8
367,Yeycol Soriano,CIN,20.0,20.964,14.7,58,0.72,38.8,35.4,11.8,46.5,46.0,47.4,47.1,24.2,8.0,35.8,24.0,35.4,21.1,39.0,22.0,46.2,41.8,48.9,31.8,-32.8,53.5,30.114,59.9,69.048,17.0,41.489,8.8,103.0,38.2,102.2,65.0,25.0,31.4,0.0,30.8,5.246,34.3,0.052,60.5,0.75,45.4
368,Yovanny Rodriguez,NYM,19.0,19.786,46.0,180,0.93,57.5,35.3,11.2,46.4,45.7,15.1,11.1,37.8,23.4,26.4,11.6,42.1,32.6,37.2,18.4,27.5,21.7,10.8,28.4,-40.0,39.0,29.099,64.3,75.214,44.2,32.827,38.2,95.6,9.2,94.2,13.2,25.0,31.4,0.0,30.8,4.933,30.0,0.017,26.1,0.6,25.6
369,Jack Mathey,SDP,22.0,23.066,3.4,88,0.57,27.2,35.3,11.2,59.3,64.0,28.7,24.4,29.6,12.1,29.2,16.3,44.4,37.9,56.4,67.3,80.3,87.7,15.9,9.6,-38.6,41.4,18.713,97.6,74.747,43.0,31.298,46.6,98.3,14.6,95.9,17.8,16.7,16.2,1.1,78.9,8.46,87.0,0.057,64.5,1.0,91.7
370,Cesar Mujica,PHI,19.0,19.395,62.3,53,0.2,4.0,34.0,10.7,23.6,12.8,18.8,14.7,47.3,43.8,33.0,19.4,35.4,21.1,25.9,5.3,6.8,5.6,16.5,39.4,-54.7,11.4,31.148,53.7,75.41,44.7,41.489,8.8,99.9,19.0,94.1,12.7,33.3,49.9,0.0,30.8,2.643,7.6,0.0,6.3,0.0,6.3
371,Jose Familia,PHI,18.0,19.014,75.4,142,0.46,15.8,34.0,10.7,28.4,18.8,16.7,12.8,18.8,5.3,17.8,4.7,23.6,5.3,19.3,1.7,10.7,9.2,13.1,44.2,-46.5,24.5,33.546,42.3,71.523,26.3,37.751,17.4,97.5,12.8,94.3,13.5,11.1,11.2,0.0,30.8,3.924,17.4,0.0,6.3,0.0,6.3
372,Euri Rosa,LAD,18.0,19.132,71.7,58,0.05,1.3,33.9,10.3,35.0,28.5,12.2,6.8,24.6,8.5,18.4,5.3,29.8,13.5,21.6,2.7,5.1,2.7,7.2,39.4,-58.6,8.0,23.529,88.0,75.472,44.9,36.364,23.1,92.9,5.6,92.9,9.5,0.0,4.3,0.0,30.8,2.004,3.4,0.0,6.3,0.0,6.3
373,Keegan Pieternella,TOR,18.0,18.949,77.8,48,0.32,8.5,33.9,10.3,34.0,26.7,12.0,6.5,5.3,0.5,8.6,1.0,19.6,3.0,20.3,1.9,21.5,17.6,7.2,42.5,-47.9,22.2,27.778,71.3,64.0,6.3,42.029,7.7,93.6,6.5,92.1,8.2,0.0,4.3,0.0,30.8,5.955,44.2,0.0,6.3,0.0,6.3
374,Manuel Almeida,SEA,18.0,18.877,81.4,111,-0.1,1.0,33.8,9.8,23.1,12.6,18.4,14.0,16.6,4.8,17.5,3.9,19.8,3.4,15.2,0.7,5.9,4.1,15.2,48.3,-61.3,5.3,28.897,65.0,67.153,12.3,43.662,4.6,98.6,15.2,94.9,15.3,20.0,21.0,0.0,30.8,2.382,5.3,0.0,6.3,0.0,6.3
375,Adolfo Miranda,NYM,19.0,19.88,42.1,85,0.45,14.6,33.8,9.8,14.3,5.1,37.5,32.7,24.8,9.2,31.2,18.4,19.6,3.0,35.0,14.7,65.8,72.2,39.0,40.6,-58.8,7.2,38.071,21.3,71.0,24.4,36.842,21.7,103.1,38.6,99.6,39.7,22.2,25.1,0.0,30.8,6.882,58.9,0.071,71.3,0.857,69.2
376,Manolfi Jimenez,PHI,21.0,21.766,8.2,84,0.85,50.6,33.6,9.3,30.8,22.1,52.2,53.6,42.2,32.5,47.2,42.1,36.5,22.7,39.2,22.9,44.6,39.1,43.5,25.8,-35.7,46.6,53.143,1.0,75.641,45.9,33.553,36.0,102.9,37.6,101.1,52.3,28.6,38.6,1.2,81.0,5.522,36.7,0.012,20.0,1.0,91.7
377,D'Angelo Tejada,CHW,20.0,20.772,21.0,118,0.89,53.6,33.6,9.3,28.0,18.1,28.2,23.9,58.1,67.8,43.2,35.6,43.0,34.3,47.2,42.9,55.6,52.7,25.8,23.4,-51.7,15.3,31.532,52.2,72.549,31.4,36.323,23.4,99.9,19.0,99.2,36.0,50.0,84.8,0.0,30.8,5.685,39.6,0.085,77.8,0.769,50.0
378,Omar Urbina,BAL,20.0,20.969,14.4,115,0.51,20.3,33.5,8.8,49.7,49.9,21.4,16.8,54.2,61.2,37.8,26.6,52.0,54.0,48.1,46.1,40.4,33.9,18.9,16.6,-27.0,65.2,48.449,2.9,85.455,90.0,23.214,81.2,99.7,18.4,96.6,19.6,18.8,18.5,0.0,30.8,4.192,20.8,0.017,26.1,1.0,91.7
379,Gavin Smith,TOR,20.0,20.731,22.2,131,0.42,12.9,33.5,8.8,42.5,40.0,32.6,26.4,35.8,19.4,34.2,21.0,39.2,27.5,38.8,21.0,38.2,30.4,23.0,22.6,-47.3,23.4,29.72,61.6,77.686,56.8,27.919,61.6,100.8,23.6,97.0,22.0,15.4,14.9,0.8,72.0,6.484,51.2,0.023,32.4,0.6,25.6
380,Estivenzon Montero,NYY,19.0,19.866,43.0,144,0.44,14.0,33.4,8.5,29.8,20.2,14.1,9.7,47.6,44.7,30.8,17.6,38.7,25.8,40.9,26.2,45.3,40.8,9.7,26.4,-49.3,19.0,32.468,48.1,75.484,45.2,35.021,29.2,95.5,8.7,93.5,11.2,33.3,49.9,0.0,30.8,4.453,23.2,0.042,53.6,0.857,69.2
381,Sebastian De Andrade,SEA,20.0,20.279,33.1,81,0.55,25.2,33.1,8.2,24.5,14.5,38.5,33.7,56.0,64.4,47.2,42.1,40.2,29.1,29.0,7.2,6.5,5.1,39.2,36.2,-53.1,13.8,31.293,52.9,71.591,27.1,41.791,8.5,102.4,34.2,100.4,46.7,50.0,84.8,0.0,30.8,2.565,6.8,0.0,6.3,0.0,6.3
382,Pedro Dalmagro,CLE,20.0,20.676,24.2,160,0.52,21.5,32.9,8.0,15.9,6.3,48.3,49.3,46.6,41.7,47.4,42.8,31.2,15.9,33.6,12.7,38.4,30.8,41.0,32.6,-55.6,10.9,37.126,25.1,71.359,25.8,38.602,14.7,102.0,31.6,101.4,55.2,40.0,67.3,0.6,67.8,6.061,45.4,0.025,34.4,0.667,32.7
383,Martin Gonzalez,SEA,21.0,21.895,7.7,141,0.65,33.0,32.6,7.7,42.8,40.7,37.6,33.1,45.6,38.6,41.6,32.2,44.2,36.7,42.1,30.0,37.8,28.7,37.4,22.6,-41.8,34.1,25.0,82.5,64.021,6.5,43.609,4.8,101.8,29.5,100.7,49.2,50.0,84.8,0.0,30.8,3.847,15.9,0.035,44.4,0.833,63.5
384,Guillermo Rosario,PHI,21.0,21.331,11.1,129,0.71,37.8,32.5,7.5,49.8,50.4,41.0,36.6,41.3,30.7,41.2,31.9,45.6,39.9,33.1,11.4,8.3,8.0,40.9,26.0,-38.8,40.6,28.269,67.6,75.188,44.0,31.343,46.1,101.9,30.4,101.5,56.6,28.6,38.6,0.0,30.8,3.195,11.4,0.0,6.3,0.0,6.3
385,Santiago Contreras,SDP,20.0,21.013,13.8,134,0.57,27.2,31.8,7.2,63.0,68.0,12.4,7.0,25.2,10.1,18.8,5.6,44.1,36.1,48.4,47.1,57.0,54.8,8.3,11.0,-25.4,70.0,27.778,71.3,74.242,41.5,34.434,32.9,95.7,9.9,91.0,5.8,5.6,8.9,0.0,30.8,7.843,76.1,0.037,47.6,0.714,39.7
386,Heriberto Rincon,NYM,20.0,20.509,29.0,132,0.98,62.6,31.6,7.0,25.2,15.5,18.6,14.5,42.0,32.0,30.3,17.1,33.6,19.6,46.2,40.0,71.3,79.6,15.1,22.0,-46.2,25.4,43.651,7.2,79.394,63.0,30.315,51.7,97.6,13.0,96.2,18.2,20.0,21.0,0.0,30.8,6.509,51.9,0.121,90.9,0.889,74.8
387,Cruzmel Arias,COL,22.0,22.5,5.3,60,0.62,31.2,31.5,6.8,84.1,94.2,7.1,1.2,46.4,40.8,26.8,12.6,65.2,79.6,45.0,37.1,4.5,1.9,1.2,3.2,-21.7,78.3,23.387,88.9,85.075,88.4,19.792,91.3,77.1,1.2,75.9,1.2,0.0,4.3,0.0,30.8,1.492,1.9,0.0,6.3,0.0,6.3
388,Justin Capellan,NYY,19.0,20.093,35.5,173,0.63,31.9,31.4,6.5,38.8,34.9,9.5,4.0,47.3,43.8,28.4,15.2,43.0,34.3,40.0,24.4,33.9,25.5,4.1,19.8,-42.8,31.8,34.663,37.2,85.514,90.3,28.571,58.6,90.2,3.6,89.8,4.8,0.0,4.3,0.0,30.8,5.543,37.0,0.029,40.5,0.5,19.6
389,Moises Alcala,ARI,23.0,23.526,2.2,60,0.78,43.4,31.3,6.2,22.8,12.1,68.8,73.3,43.1,34.1,56.0,58.2,33.0,18.8,26.7,6.0,14.1,12.8,62.9,32.6,-58.3,8.2,29.53,62.1,56.338,1.4,52.174,0.5,105.6,57.5,102.9,71.0,50.0,84.8,1.7,86.8,4.649,25.8,0.0,6.3,0.0,6.3
390,Daiber De Los Santos,MIN,19.0,19.874,42.6,160,0.32,8.5,31.3,6.2,9.3,1.2,36.0,31.3,15.8,3.9,25.9,10.9,12.6,1.1,31.5,9.8,69.3,77.1,35.4,39.0,-70.0,1.7,36.531,27.1,60.8,3.6,48.611,1.7,101.5,27.8,100.4,46.7,24.0,28.1,0.0,30.8,8.43,86.2,0.05,58.9,0.8,56.8
391,Jose M. Mendoza,CHW,18.0,18.448,92.6,151,0.54,23.7,31.1,5.8,17.0,7.5,8.4,2.7,7.8,1.3,8.1,0.7,12.4,0.7,9.7,0.2,4.3,1.2,2.9,47.8,-57.6,9.2,35.185,33.8,66.272,11.4,40.152,11.1,89.7,3.3,83.8,2.2,0.0,4.3,0.0,30.8,1.222,1.2,0.0,6.3,0.0,6.3
392,Luis Quesada,HOU,21.0,21.588,9.2,125,0.61,30.3,30.6,5.6,55.1,56.5,22.3,18.2,54.7,61.8,38.5,27.8,54.9,60.4,39.2,22.9,7.8,7.0,19.3,14.2,-38.4,42.0,22.43,92.0,71.034,24.6,34.466,32.6,98.7,15.8,97.6,24.6,50.0,84.8,0.0,30.8,3.015,10.1,0.0,6.3,0.0,6.3
393,Leider Padilla,LAD,19.0,19.737,50.2,67,0.68,35.0,30.3,5.3,16.1,7.0,20.1,15.5,46.5,41.2,33.3,19.8,31.3,16.5,26.6,5.8,17.1,14.7,17.0,33.6,-58.2,8.5,35.758,29.7,79.167,61.6,38.71,14.5,98.6,15.2,96.6,19.6,25.0,31.4,0.0,30.8,3.531,13.0,0.012,20.0,0.5,19.6
394,Andru Arthur,STL,20.0,20.802,20.5,72,0.24,5.2,29.8,5.0,58.7,63.3,6.6,0.5,37.9,24.0,22.2,7.7,48.3,46.0,41.0,26.6,26.3,20.8,0.5,10.5,-44.4,28.9,20.765,94.7,81.25,71.5,23.729,79.0,70.3,0.5,69.4,0.5,0.0,4.3,0.0,30.8,4.081,19.1,0.028,39.3,0.5,19.6
395,Bracewell Taveras,STL,20.0,20.211,34.1,151,0.28,7.1,29.8,5.0,24.3,14.0,16.6,12.6,39.6,27.3,28.1,14.3,32.0,17.3,38.5,20.3,51.6,47.1,12.9,23.5,-54.3,11.6,33.838,41.5,78.109,58.2,34.812,30.2,97.0,12.1,94.5,14.1,20.0,21.0,0.0,30.8,6.849,58.5,0.007,15.1,1.0,91.7
396,Scott Mudler,PHI,23.0,23.217,3.1,54,0.64,32.5,29.7,4.6,48.2,48.3,24.1,19.8,61.1,74.2,42.6,34.9,54.6,59.8,42.1,30.0,16.9,14.1,22.5,12.8,-31.5,55.6,38.0,21.7,91.304,97.1,25.882,69.7,100.7,22.8,97.0,22.0,22.2,25.1,0.0,30.8,5.143,32.7,0.0,6.3,0.0,6.3
397,Reynaldo De La Paz,ATH,20.0,20.942,16.2,114,0.44,14.0,29.1,4.3,43.6,41.5,18.5,14.3,36.8,21.7,27.6,13.9,40.2,29.1,40.0,24.4,39.7,32.2,14.7,15.4,-48.2,21.1,19.85,96.6,73.016,35.0,37.222,20.5,96.7,11.8,96.5,19.1,28.6,38.6,0.0,30.8,4.727,27.1,0.009,16.9,1.0,91.7
398,Osniel Castillo,CHW,20.0,20.589,27.1,82,0.59,28.5,28.8,4.1,33.9,26.2,14.1,9.7,23.8,7.7,19.0,5.8,28.8,10.7,40.7,25.7,64.4,69.9,9.4,18.2,-41.5,35.4,37.5,23.3,74.757,43.2,31.373,45.9,94.1,7.2,94.1,12.7,0.0,4.3,0.0,30.8,7.173,62.6,0.061,67.1,0.833,63.5
